"strName","strCAS","CAS","httk","ToxCast","Tox21","NHANES","ExpoCast","Boiling Point Ave.exp","Boiling Point Ave.prd","Boiling Point Med.exp","Boiling Point Med.prd","Boiling Point Rng.exp","Boiling Point Rng.prd","MW","LogP Ave.exp","LogP Ave.prd","LogP Med.exp","LogP Med.prd","LogP Rng.exp","LogP Rng.prd"
"Propachlor","1918167","1918-16-7","","","1","","1",""," 295 (4)",""," 295","","     275 to 323","211.69","                              2.18 (1)","                              2.29 (5)","                              2.18","                              2.29","                                  2.18","                                  2.12 to 2.42"
"Propargyl Alcohol","107197","107-19-7","","","1","","1","      114 (5)","      108 (5)","      114","      108","          114 to 115","          98.5 to 116","56.064","                              -0.380 (1)","                              -0.373 (5)","                              -0.380","                              -0.373","                                  -0.380","                                  -0.426 to -0.311"
"Propargyl Alcohol","107197","107-19-7","","","1","","1","      114 (5)","      108 (5)","      114","      108","          114 to 115","          98.5 to 116","56.064","                              -0.380 (1)","                              -0.373 (5)","                              -0.380","                              -0.373","                                  -0.380","                                  -0.426 to -0.311"
"Propargyl Alcohol","107197","107-19-7","","","1","","1","      114 (5)","      108 (5)","      114","      108","          114 to 115","          98.5 to 116","56.064","                              -0.380 (1)","                              -0.373 (5)","                              -0.380","                              -0.373","                                  -0.380","                                  -0.426 to -0.311"
"Propiconazole","60207901","60207-90-1","","1","1","","1",""," 391 (4)",""," 391","","     319 to 480","342.22","                              3.72 (1)","                              3.61 (5)","                              3.72","                              3.61","                                  3.72","                                  3.05 to 4.13"
"Propiconazole","60207901","60207-90-1","","1","1","","1",""," 391 (4)",""," 391","","     319 to 480","342.22","                              3.72 (1)","                              3.61 (5)","                              3.72","                              3.61","                                  3.72","                                  3.05 to 4.13"
"Prosulfuron","94125345","94125-34-5","1","","","1","1",""," 375 (3)",""," 375","","     265 to 539","419.38",""," 2.69 (5)",""," 2.69","","2.03 to 3.56"
"Prothioconazole","178928706","178928-70-6","","","","","",""," 420 (4)",""," 420","","     305 to 548","344.25",""," 2.51 (5)",""," 2.51","","1.77 to 3.09"
"Pymetrozine","123312890","123312-89-0","1","1","1","","1",""," 327 (3)",""," 327","","     286 to 396","217.23","                              -0.180 (1)","                              5.31e-01 (5)","                              -0.180","                              5.31e-01","                                  -0.180","                                  -0.512 to 2.80"
"Pyraclostrobin","175013180","175013-18-0","1","1","1","","1",""," 411 (4)",""," 411","","     322 to 501","387.82","                              3.99 (1)","                              4.08 (5)","                              3.99","                              4.08","                                  3.99","                                  2.64 to 5.45"
"Pyraflufen ethyl","129630199","129630-19-9","","1","1","","1",""," 392 (5)",""," 392","","     299 to 445","413.17","                              3.49 (1)","                              3.63 (5)","                              3.49","                              3.63","                                  3.49","                                  2.70 to 4.87"
"Pyrasulfotole","365400119","365400-11-9","","","","","",""," 400 (5)",""," 400","","     300 to 515","362.32",""," 2.33 (5)",""," 2.33","","2.10 to 2.55"
"Pyrasulfotole","365400119","365400-11-9","","","","","",""," 400 (5)",""," 400","","     300 to 515","362.32",""," 2.33 (5)",""," 2.33","","2.10 to 2.55"
"Pyridine","110861","110-86-1","","","1","","1","      115 (7)","      118 (5)","      115","      118","          114 to 116","          113 to 124","79.102","                              0.65 (2)","                              6.54e-01 (5)","                              0.65","                              6.54e-01","                                  0.65","                                  3.56e-01 to 0.8"
"Pyrimethanil","53112280","53112-28-0","1","1","1","","1",""," 328 (5)",""," 328","","     302 to 363","199.25","                              2.84 (1)","                              2.83 (5)","                              2.84","                              2.83","                                  2.84","                                  1.90 to 3.19"
"Pyrimethanil","53112280","53112-28-0","1","1","1","","1",""," 328 (5)",""," 328","","     302 to 363","199.25","                              2.84 (1)","                              2.83 (5)","                              2.84","                              2.83","                                  2.84","                                  1.90 to 3.19"
"Pyrimethanil","53112280","53112-28-0","1","1","1","","1",""," 328 (5)",""," 328","","     302 to 363","199.25","                              2.84 (1)","                              2.83 (5)","                              2.84","                              2.83","                                  2.84","                                  1.90 to 3.19"
"Pyroxsulam","422556089","422556-08-9","","","","","",""," 379 (3)",""," 379","","     300 to 525","434.35",""," 1.63 (5)",""," 1.63","","5.34e-01 to 2.12"
"Pyroxsulam","422556089","422556-08-9","","","","","",""," 379 (3)",""," 379","","     300 to 525","434.35",""," 1.63 (5)",""," 1.63","","5.34e-01 to 2.12"
"Quizalofop-Ethyl (Assure)","76578148","76578-14-8","","1","1","","1",""," 421 (4)",""," 421","","     317 to 504","372.81","                              4.28 (1)","                              3.81 (5)","                              4.28","                              3.81","                                  4.28","                                  1.58 to 4.65"
"Ronnel","299843","299-84-3","","","1","1","1",""," 343 (4)",""," 343","","     315 to 362","321.53","                              4.88 (1)","                              4.85 (5)","                              4.88","                              4.85","                                  4.88","                                  4.67 to 4.97"
"Silvex","93721","93-72-1","","","1","","1",""," 340 (5)",""," 340","","     315 to 378","269.5 ","                              3.80 (1)","                              3.60 (5)","                              3.80","                              3.60","                                  3.80","                                  3.48 to 3.69"
"Sodium Dodecylbenzene Sulfonate","25155300","25155-30-0","","1","1","","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spiroxamine","118134308","118134-30-8","1","1","1","","1",""," 323 (5)",""," 323","","     279 to 368","297.48",""," 4.98 (5)",""," 4.98","","4.62 to 5.51"
"Spiroxamine","118134308","118134-30-8","1","1","1","","1",""," 323 (5)",""," 323","","     279 to 368","297.48",""," 4.98 (5)",""," 4.98","","4.62 to 5.51"
"Spiroxamine","118134308","118134-30-8","1","1","1","","1",""," 323 (5)",""," 323","","     279 to 368","297.48",""," 4.98 (5)",""," 4.98","","4.62 to 5.51"
"Stirofos (Tetrachlorovinphos)","961115","961-11-5","","","1","","1",""," 366 (5)",""," 366","","     315 to 400","365.95","                              3.53 (1)","                              3.71 (5)","                              3.53","                              3.71","                                  3.53","                                  3.35 to 3.92"
"Styrene","100425","100-42-5","","","1","1","1","      145 (5)","      149 (5)","      145","      149","          145 to 146","          142 to 158","104.15","                              2.95 (2)","                              2.85 (5)","                              2.95","                              2.85","                                  2.95","                                  2.66 to 3.10"
"Styrene","100425","100-42-5","","","1","1","1","      145 (5)","      149 (5)","      145","      149","          145 to 146","          142 to 158","104.15","                              2.95 (2)","                              2.85 (5)","                              2.95","                              2.85","                                  2.95","                                  2.66 to 3.10"
"Sulfonylbis(4-chlorobenzene), 1,1'-   ","80079","80-07-9","","","1","","1","      250 (3)","      366 (4)","      250","      366","          249 to 251","          290 to 420","287.15",""," 3.57 (5)",""," 3.57","","2.71 to 4.20"
"Tebufenozide","112410238","112410-23-8","1","1","1","","1",""," 392 (3)",""," 392","","     320 to 527","352.47","                              4.25 (1)","                              4.00 (5)","                              4.25","                              4.00","                                  4.25","                                  3.40 to 4.62"
"Tebufenozide","112410238","112410-23-8","1","1","1","","1",""," 392 (3)",""," 392","","     320 to 527","352.47","                              4.25 (1)","                              4.00 (5)","                              4.25","                              4.00","                                  4.25","                                  3.40 to 4.62"
"Tepraloxydim","149979419","149979-41-9","1","1","1","","1",""," 368 (3)",""," 368","","     316 to 469","341.83",""," 3.18 (4)",""," 3.18","","2.77 to 3.94"
"Terbacil","5902512","5902-51-2","1","1","1","","1",""," 332 (3)",""," 332","","     297 to 396","216.67","                              1.89 (1)","                              1.82 (5)","                              1.89","                              1.82","                                  1.89","                                  1.75 to 1.94"
"Terrazole","2593159","2593-15-9","1","1","1","","1","      188 (1)","      254 (4)","      188","      254","          188","          202 to 285","247.52","                              3.37 (1)","                              3.26 (5)","                              3.37","                              3.26","                                  3.37","                                  2.90 to 3.60"
"Terrazole","2593159","2593-15-9","1","1","1","","1","      188 (1)","      254 (4)","      188","      254","          188","          202 to 285","247.52","                              3.37 (1)","                              3.26 (5)","                              3.37","                              3.26","                                  3.37","                                  2.90 to 3.60"
"Tetraethyl Lead","78002","78-00-2","","","","","","      96.4 (2)","      201 (1)","      96.4","      201","          84.0 to 109","","323.4 ",""," 4.88 (1)",""," 4.88","",""
"Thiabendazole","148798","148-79-8","1","1","1","","1",""," 385 (5)",""," 385","","     307 to 446","201.25","                              2.47 (1)","                              2.20 (5)","                              2.47","                              2.20","                                  2.47","                                  1.83 to 2.47"
"Thiacloprid","111988499","111988-49-9","1","1","1","","1",""," 358 (4)",""," 358","","     309 to 423","252.72",""," 1.23 (5)",""," 1.23","","0.55 to 2.33"
"Triallate","2303175","2303-17-5","1","1","1","","1",""," 310 (4)",""," 310","","     281 to 343","304.65","                              4.60 (1)","                              4.99 (5)","                              4.60","                              4.99","                                  4.60","                                  4.57 to 6.18"
"Triallate","2303175","2303-17-5","1","1","1","","1",""," 310 (4)",""," 310","","     281 to 343","304.65","                              4.60 (1)","                              4.99 (5)","                              4.60","                              4.99","                                  4.60","                                  4.57 to 6.18"
"Triallate","2303175","2303-17-5","1","1","1","","1",""," 310 (4)",""," 310","","     281 to 343","304.65","                              4.60 (1)","                              4.99 (5)","                              4.60","                              4.99","                                  4.60","                                  4.57 to 6.18"
"Triasulfuron","82097505","82097-50-5","1","","1","","1",""," 387 (3)",""," 387","","     265 to 579","401.82","                              1.10 (1)","                              1.70 (5)","                              1.10","                              1.70","                                  1.10","                                  3.74e-01 to 2.44"
"Triasulfuron","82097505","82097-50-5","1","","1","","1",""," 387 (3)",""," 387","","     265 to 579","401.82","                              1.10 (1)","                              1.70 (5)","                              1.10","                              1.70","                                  1.10","                                  3.74e-01 to 2.44"
"Trichloroacetic Acid","76039","76-03-9","","1","1","","1","      196 (6)","      192 (5)","      196","      192","          196 to 198","          171 to 203","163.38","                              1.33 (1)","                              1.48 (5)","                              1.33","                              1.48","                                  1.33","                                  1.38 to 1.67"
"Trichloroacetic Acid","76039","76-03-9","","1","1","","1","      196 (6)","      192 (5)","      196","      192","          196 to 198","          171 to 203","163.38","                              1.33 (1)","                              1.48 (5)","                              1.33","                              1.48","                                  1.33","                                  1.38 to 1.67"
"Triflumizole","68694111","68694-11-1","1","1","1","","1",""," 373 (4)",""," 373","","     308 to 421","345.75","                              1.40 (1)","                              3.22 (5)","                              1.40","                              3.22","                                  1.40","                                  1.50 to 4.66"
"Trifluralin","1582098","1582-09-8","1","1","1","","1",""," 367 (5)",""," 367","","     348 to 382","335.28","                              5.34 (1)","                              5.24 (5)","                              5.34","                              5.24","                                  5.34","                                  5.02 to 5.41"
"Triticonazole","131983727","131983-72-7","1","1","1","","1",""," 392 (4)",""," 392","","     320 to 499","317.82","                              3.29 (1)","                              3.35 (5)","                              3.29","                              3.35","                                  3.29","                                  2.71 to 4.11"
"Triticonazole","131983727","131983-72-7","1","1","1","","1",""," 392 (4)",""," 392","","     320 to 499","317.82","                              3.29 (1)","                              3.35 (5)","                              3.29","                              3.35","                                  3.29","                                  2.71 to 4.11"
"Triticonazole","131983727","131983-72-7","1","1","1","","1",""," 392 (4)",""," 392","","     320 to 499","317.82","                              3.29 (1)","                              3.35 (5)","                              3.29","                              3.35","                                  3.29","                                  2.71 to 4.11"
"Triticonazole","131983727","131983-72-7","1","1","1","","1",""," 392 (4)",""," 392","","     320 to 499","317.82","                              3.29 (1)","                              3.35 (5)","                              3.29","                              3.35","                                  3.29","                                  2.71 to 4.11"
"Vinyl chloride","75014","75-01-4","","","","1","","      -13.6 (4)","      -8.65 (5)","      -13.9","      -8.65","          -13.9 to -13.4","          -19.3 to 3.97","62.5 g",""," 1.42 (5)",""," 1.42","","1.00 to 1.62"
"Vinyl chloride","75014","75-01-4","","","","1","","      -13.6 (4)","      -8.65 (5)","      -13.9","      -8.65","          -13.9 to -13.4","          -19.3 to 3.97","62.5 g",""," 1.42 (5)",""," 1.42","","1.00 to 1.62"
"Vinyl chloride","75014","75-01-4","","","","1","","      -13.6 (4)","      -8.65 (5)","      -13.9","      -8.65","          -13.9 to -13.4","          -19.3 to 3.97","62.5 g",""," 1.42 (5)",""," 1.42","","1.00 to 1.62"
"Vinyl chloride","75014","75-01-4","","","","1","","      -13.6 (4)","      -8.65 (5)","      -13.9","      -8.65","          -13.9 to -13.4","          -19.3 to 3.97","62.5 g",""," 1.42 (5)",""," 1.42","","1.00 to 1.62"
