Iter	V_dist	k_e	C_rest_1.1	C_rest_1.2	C_rest_1.3	C_rest_1.4	C_rest_1.5	C_rest_1.6	C_rest_1.7	C_rest_1.8	C_rest_1.9	C_rest_1.10	C_rest_1.11	C_rest_1.12	C_rest_1.13	C_rest_1.14
158	0.203457	0.579998	22.0629	36.267	44.7531	49.1343	50.1078	45.5866	32.174	20.4608	7.24942	2.38553	0.24137	0.0234919	0.00220336	0.000205398
159	0.294764	0.533598	15.3188	25.3359	31.463	34.769	35.9468	33.1823	24.1668	15.905	6.07897	2.17361	0.262307	0.0310609	0.00372395	0.000424422
160	0.216589	0.624428	20.6085	33.6787	41.3103	45.0744	45.3771	40.723	27.911	17.1922	5.67744	1.72913	0.148104	0.0123232	0.00104638	8.764e-05
161	0.64472	0.876076	6.70668	10.6107	12.5915	13.2829	12.475	10.4176	6.13582	3.21645	0.748568	0.155602	0.00585585	0.000189189	2.4476e-06	-2.36326e-06
162	0.419741	0.52392	10.771	17.8371	22.1801	24.5447	25.4502	23.5651	17.2773	11.4534	4.44794	1.61832	0.202967	0.0249695	0.00310703	0.000325893
163	0.854869	0.116237	5.57309	9.75378	12.8547	15.1191	17.8536	19.022	18.9809	17.651	14.3379	11.4109	7.17397	4.50657	2.83086	1.77833
164	0.369426	0.593056	12.1307	19.9065	24.5211	26.8724	27.3002	24.7367	17.307	10.9029	3.78305	1.21664	0.117174	0.0109625	0.001042	9.23676e-05
165	0.723753	0.136547	6.56543	11.4582	15.0558	17.6518	20.7022	21.8927	21.4877	19.6241	15.3356	11.7252	6.79735	3.93679	2.27998	1.32044
166	0.509985	0.642979	8.73178	14.2351	17.4171	18.9552	18.9809	16.9389	11.4709	6.97442	2.23786	0.660425	0.0528832	0.00403009	0.000382953	3.53016e-05
167	0.724907	0.428748	6.31296	10.5878	13.3407	14.9668	15.974	15.2542	11.9609	8.5353	3.90035	1.69247	0.307502	0.0554097	0.0100133	0.0018272
168	0.0703032	0.614472	63.5706	104.024	127.767	139.602	140.944	126.871	87.5218	54.2954	18.2118	5.64311	0.501693	0.0429964	0.0037963	0.000406672
169	0.72917	0.809883	5.97953	9.54043	11.4186	12.1502	11.6142	9.87552	6.0382	3.2913	0.832613	0.189275	0.00859863	0.000344411	-2.22527e-06	-4.78465e-06
170	0.190731	0.825593	22.8148	36.3283	43.3914	46.0762	43.8571	37.1309	22.4984	12.1484	3.01049	0.669156	0.0285508	0.00123186	0.000154578	-2.69239e-06
171	0.61428	0.49369	7.3883	12.2844	15.3393	17.0483	17.8385	16.6777	12.4867	8.47028	3.46105	1.33079	0.18758	0.026008	0.00358311	0.000481986
172	0.701902	0.290906	6.63624	11.3389	14.5687	16.6815	18.5949	18.6079	16.1684	12.9177	7.56014	4.27147	1.33841	0.418078	0.13057	0.0408271
173	0.164677	0.685407	26.8963	43.6069	53.0528	57.4026	56.7877	50.041	32.9846	19.4781	5.86269	1.61272	0.110264	0.00713038	0.000503967	0.000106299
174	0.485923	0.462248	9.37752	15.6571	19.6363	21.9229	23.1591	21.8737	16.7448	11.6379	5.01799	2.04509	0.325622	0.0513519	0.00810297	0.00125321
175	0.544174	0.581707	8.24713	13.5536	16.7212	18.3538	18.708	17.0106	11.9922	7.6168	2.69116	0.882889	0.0887489	0.0086907	0.000866562	5.70566e-05
176	0.251013	0.466012	18.1447	30.2799	37.9555	42.3524	44.6889	42.1569	32.1853	22.3061	9.55539	3.86707	0.607081	0.0939186	0.0145593	0.00233595
177	0.506685	0.520368	8.92677	14.79	18.4002	20.3724	21.1464	19.6019	14.4066	9.57612	3.74147	1.37027	0.174015	0.0218005	0.00267131	0.000338566
178	0.446136	0.327634	10.3915	17.6671	22.5803	25.7126	28.3268	27.9887	23.6493	18.3225	10.0271	5.27634	1.42904	0.385504	0.103966	0.0280435
179	0.733468	0.583669	6.11718	10.0506	12.396	13.6025	13.8571	12.5922	8.86592	5.62317	1.98064	0.647561	0.0645933	0.00626963	0.000619366	8.10656e-05
180	0.294961	0.369676	15.6328	26.4267	33.5749	37.9959	41.3053	40.2316	32.9413	24.6532	12.5072	6.07115	1.39207	0.317369	0.0722879	0.0164646
181	0.554384	0.127865	8.58086	14.9936	19.7265	23.1594	27.2413	28.8996	28.5655	26.2898	20.8867	16.2452	9.74966	5.84641	3.5056	2.10203
182	0.862465	0.650474	5.15829	8.4012	10.2689	11.1642	11.1554	9.93297	6.69403	4.04884	1.28419	0.374282	0.0291158	0.00216373	0.00014851	9.89103e-06
183	0.228403	0.649147	19.4814	31.7344	38.7962	42.1866	42.1698	37.5631	25.3366	15.3388	4.87576	1.42405	0.111266	0.00830464	0.000656831	7.83969e-05
184	0.57051	0.398047	8.05305	13.5616	17.161	19.3394	20.8378	20.1031	16.1198	11.7899	5.68612	2.61485	0.53594	0.109062	0.0221352	0.00448299
185	0.788209	0.161514	6.00909	10.451	13.6821	15.9792	18.5843	19.4745	18.7323	16.734	12.4711	9.07674	4.76286	2.49632	1.30843	0.685741
186	0.434936	0.151801	10.9036	18.9891	24.8955	29.1189	33.9765	35.7303	34.6393	31.2105	23.6932	17.5779	9.58824	5.22446	2.84674	1.55116
187	0.850233	0.655589	5.22911	8.51088	10.3958	11.2944	11.2687	10.0184	6.7295	4.05556	1.27654	0.368812	0.0281266	0.00203115	0.000152717	2.02781e-05
188	0.480747	0.491252	9.44343	15.7065	19.6191	21.8125	22.8404	21.3707	16.0278	10.8928	4.46918	1.72614	0.245646	0.0347588	0.00491032	0.00066725
189	0.695484	0.170798	6.80208	11.8151	15.4469	18.0143	20.8864	21.8129	20.8262	18.453	13.513	9.65718	4.8834	2.46623	1.2455	0.629049
190	0.741297	0.714027	5.95332	9.61652	11.6553	12.5621	12.3283	10.7726	6.97482	4.04083	1.16627	0.306312	0.0190155	0.001137	7.17233e-05	7.60569e-06
191	0.693029	0.495391	6.54735	10.8837	13.5871	15.0972	15.7888	14.7532	11.0326	7.47413	3.04516	1.16719	0.163467	0.0225798	0.00307543	0.000412496
192	0.194752	0.437289	23.4725	39.3221	49.4869	55.4499	59.026	56.2068	43.8021	31.0479	13.9782	5.96923	1.04843	0.182374	0.0315969	0.00553082
193	0.181118	0.144123	26.2099	45.6944	59.9747	70.233	82.1603	86.6441	84.521	76.6743	59.0595	44.4848	25.021	14.0587	7.89955	4.43889
194	0.473061	0.349808	9.77222	16.5642	21.1038	23.9526	26.2031	25.695	21.3526	16.2423	8.53985	4.30603	1.06822	0.263729	0.0650195	0.0160872
195	0.403247	0.489816	11.2604	18.7322	23.4028	26.0244	27.2626	25.5201	19.1596	13.0356	5.3619	2.07643	0.296946	0.0420909	0.0058649	0.000847309
196	0.212578	0.631091	20.9796	34.2553	41.9797	45.7627	45.9813	41.1818	28.1034	17.2295	5.63061	1.69571	0.141766	0.0114754	0.000854618	1.6988e-05
197	0.859838	0.470963	5.29364	8.82828	11.0585	12.3307	12.9914	12.2356	9.30884	6.42629	2.72953	1.09469	0.168498	0.025609	0.00391871	0.000551722
198	0.798335	0.375482	5.77158	9.74899	12.3759	13.9934	15.1848	14.7606	12.0333	8.96318	4.50006	2.16027	0.484041	0.107766	0.0239693	0.00535881
199	0.800128	0.111136	5.95832	10.4354	13.7633	16.2007	19.1642	20.4568	20.4979	19.1486	15.7068	12.6273	8.1021	5.19448	3.33037	2.13508
200	0.21466	0.551859	20.9864	34.626	42.8924	47.2777	48.6142	44.6167	32.0926	20.8357	7.72677	2.67307	0.301068	0.0334384	0.00363676	0.000362021
201	0.739222	0.493442	6.13974	10.2088	12.748	14.1687	14.8266	13.8628	10.3811	7.04341	2.87911	1.10755	0.15625	0.0217647	0.00301874	0.000412009
202	0.759515	0.782895	5.7602	9.22229	11.0767	11.8287	11.3899	9.75821	6.06107	3.35938	0.880545	0.20809	0.0101907	0.00046196	3.585e-05	7.73521e-07
203	0.495672	0.341181	9.33677	15.8447	20.2124	22.9702	25.1968	24.7807	20.7262	15.8785	8.47928	4.34703	1.11575	0.285133	0.0727854	0.0185745
204	0.509813	0.507044	8.8871	14.7503	18.3845	20.3937	21.2532	19.7851	14.6759	9.85454	3.93704	1.47715	0.197583	0.0259709	0.00340688	0.000450356
205	0.278865	0.848599	15.5591	24.7024	29.4175	31.1438	29.4626	24.7871	14.8239	7.89577	1.90029	0.409477	0.0162303	0.000647762	2.86252e-05	2.9763e-07
206	0.664149	0.509207	6.82002	11.3162	14.1001	15.6363	16.2847	15.1494	11.2206	7.52183	2.99401	1.11892	0.148519	0.0194377	0.00254266	0.000322068
207	0.636221	0.1478	7.45783	12.9954	17.0474	19.9517	23.3112	24.55	23.8777	21.5905	16.515	12.3493	6.84477	3.79003	2.09836	1.16176
208	0.487997	0.633356	9.13637	14.9134	18.2708	19.911	19.9931	17.8941	12.193	7.4636	2.43061	0.729069	0.060449	0.0048295	0.000368101	2.81753e-05
209	0.54454	0.466743	8.36326	13.9553	17.4911	19.5152	20.5873	19.4164	14.816	10.262	4.39071	1.7743	0.277759	0.0430767	0.00668155	0.00101229
210	0.33702	0.297412	13.8095	23.5747	30.2612	34.616	38.5057	38.4454	33.2402	26.4125	15.2741	8.52149	2.60225	0.792056	0.240924	0.0732752
211	0.49472	0.258238	9.4551	16.2275	20.9478	24.1045	27.1546	27.4863	24.4933	20.119	12.5071	7.5302	2.68713	0.956603	0.340515	0.1212
212	0.429139	0.144066	11.062	19.2856	25.313	29.6428	34.6776	36.5709	35.6762	32.3655	24.9334	18.7826	10.5668	5.93859	3.33743	1.87557
213	0.606743	0.815335	7.18113	11.4496	13.6939	14.5609	13.8981	11.7999	7.19186	3.90725	0.981077	0.221394	0.0097182	0.000383562	1.51858e-05	1.62444e-07
214	0.256339	0.406916	17.9026	30.1128	38.0579	42.8326	46.0266	44.2727	35.2691	25.6113	12.1603	5.49859	1.08807	0.213934	0.0415808	0.00818306
215	0.133011	0.238659	35.2561	60.6711	78.5412	90.6459	102.769	104.747	94.7753	79.1663	51.0382	31.9259	12.317	4.74146	1.82533	0.702703
216	0.35487	0.559044	12.683	20.9062	25.8717	28.488	29.2323	26.7688	19.1606	12.3726	4.5352	1.5489	0.169796	0.0182431	0.00190563	0.000180827
217	0.559204	0.38545	8.22913	13.8815	17.5968	19.8674	21.4918	20.822	16.8511	12.4503	6.14097	2.89261	0.623204	0.133249	0.0284987	0.00615604
218	0.601074	0.145284	7.8965	13.7645	18.0631	21.1489	24.7304	26.0685	25.4042	23.022	17.6946	13.2973	7.44471	4.16403	2.32897	1.30233
219	0.641266	0.485156	7.08509	11.7937	14.7438	16.4061	17.2101	16.1344	12.1529	8.29831	3.43996	1.34385	0.195653	0.0281126	0.00404072	0.000600333
220	0.139545	0.626668	31.9776	52.2431	64.062	69.8775	70.3009	63.0476	43.1487	26.5355	8.73185	2.64949	0.225414	0.0184484	0.00143593	0.000108393
221	0.335412	0.2519	13.9573	23.9752	30.9776	35.6799	40.2777	40.861	36.5912	30.2195	19.0073	11.5859	4.24005	1.54807	0.565165	0.206273
222	0.427466	0.562769	10.5241	17.339	21.446	23.6021	24.1923	22.1273	15.7989	10.1745	3.70695	1.25765	0.135786	0.0143723	0.00139769	0.000186055
223	0.436661	0.668278	10.1654	16.5178	20.1417	21.8446	21.7166	19.2337	12.8154	7.6566	2.364	0.668799	0.0488071	0.00336376	0.000216437	1.12438e-05
224	0.801834	0.704294	5.51064	8.91268	10.8162	11.673	11.487	10.0661	6.55712	3.82348	1.11926	0.29858	0.0191526	0.00115429	9.94384e-05	2.08222e-07
225	0.177138	0.526775	25.5133	42.2349	52.4977	58.0709	60.1606	55.6547	40.7259	26.9403	10.4125	3.76887	0.467573	0.0568619	0.00683928	0.000849179
226	0.447142	0.548665	10.0791	16.6367	20.6175	22.736	23.4017	21.4994	15.4975	10.0856	3.76013	1.30844	0.149155	0.0166969	0.00186714	0.000182524
227	0.302748	0.416334	15.1399	25.4338	32.1025	36.0808	38.6576	37.0678	29.3279	21.137	9.87158	4.38514	0.835966	0.158213	0.0299584	0.00564416
228	0.621123	0.443191	7.35421	12.3103	15.4798	17.3302	18.4143	17.501	13.5806	9.58131	4.26936	1.80304	0.309348	0.0526655	0.00895456	0.00151282
229	0.153313	0.311509	30.3018	51.6305	66.1413	75.4986	83.6032	83.0657	71.0504	55.7918	31.4449	17.0701	4.92864	1.41781	0.407974	0.117115
230	0.653737	0.865311	6.62313	10.4929	12.4689	13.1719	12.4058	10.39	6.15584	3.24701	0.765616	0.161324	0.00617607	0.000235223	2.10453e-06	-1.4534e-05
231	0.453299	0.158797	10.4525	18.1857	23.8177	27.8281	32.3943	33.9794	32.7563	29.3321	21.974	16.0787	8.52927	4.51934	2.39444	1.26862
232	0.102959	0.729961	42.7773	68.9568	83.4003	89.6953	87.6361	76.2241	48.8733	28.0189	7.90418	2.02434	0.119033	0.00649456	0.000370811	1.03176e-05
233	0.851509	0.37383	5.41231	9.14413	11.6108	13.1313	14.2567	13.8665	11.319	8.44238	4.25143	2.04749	0.461814	0.103613	0.0232009	0.00520602
234	0.108249	0.552188	41.6148	68.6583	85.0456	93.7368	96.3809	88.4486	63.6042	41.2823	15.3011	5.29012	0.594596	0.0653532	0.00705783	0.000781203
235	0.355963	0.352934	12.9817	21.995	28.0108	31.7777	34.7288	34.0186	28.203	21.3984	11.1877	5.6074	1.37388	0.335035	0.081532	0.0199016
236	0.57803	0.710769	7.63801	12.343	14.9663	16.1378	15.8518	13.8647	8.99504	5.22265	1.51457	0.399866	0.025107	0.00154218	9.74648e-05	-6.19747e-06
237	0.342983	0.509177	13.2062	21.9127	27.3036	30.2784	31.5344	29.3361	21.7278	14.5657	5.79854	2.1671	0.287631	0.0376776	0.00491725	0.000617829
238	0.566121	0.298874	8.21948	14.029	18.0041	20.5903	22.8927	22.8449	19.73	15.6582	9.03143	5.02439	1.5253	0.461537	0.139816	0.042279
239	0.751667	0.656477	5.91413	9.6247	11.7549	12.7694	12.7373	11.321	7.5998	4.57742	1.43883	0.415115	0.0315677	0.0023012	0.000158479	8.9612e-06
240	0.117187	0.288812	39.7591	67.9534	87.3351	100.032	111.581	111.74	97.2477	77.8343	45.7305	25.9416	8.19743	2.58248	0.813524	0.256216
241	0.382917	0.588367	11.7103	19.2285	23.701	25.9907	26.4406	23.9921	16.8394	10.6439	3.72089	1.2065	0.118349	0.0113412	0.00106963	0.000118603
242	0.272239	0.39622	16.8801	28.4337	35.9896	40.5685	43.7381	42.2219	33.901	24.8306	12.0159	5.54522	1.1446	0.23487	0.0481177	0.00980877
243	0.299933	0.383337	15.3468	25.8954	32.8362	37.0849	40.1435	38.9201	31.5469	23.3479	11.5592	5.46687	1.18742	0.256051	0.0555646	0.012079
244	0.582672	0.422172	7.86062	13.1949	16.6409	18.6872	19.9854	19.1266	15.0692	10.8102	4.9966	2.19513	0.40914	0.0755941	0.0139607	0.00250601
245	0.817098	0.0919057	5.84914	10.2714	13.5856	16.04	19.0984	20.5325	20.9007	19.8642	16.9048	14.1174	9.78148	6.77262	4.6892	3.24677
246	0.571294	0.740311	7.69926	12.3946	14.9703	16.0779	15.6634	13.5833	8.65485	4.92845	1.37019	0.345344	0.0196072	0.00104363	2.9112e-05	-4.78119e-06
247	0.6909	0.848243	6.28034	9.97143	11.8753	12.5727	11.8952	10.0085	5.98675	3.18925	0.767915	0.165652	0.00667326	0.000296169	2.18559e-05	-2.24871e-06
248	0.706878	0.181451	6.68322	11.5916	15.1312	17.6171	20.3536	21.1747	20.0451	17.5958	12.6283	8.83744	4.28261	2.07266	1.00299	0.485389
249	0.423367	0.524784	10.6775	17.6803	21.9825	24.3232	25.2139	23.3398	17.1016	11.3297	4.39425	1.5965	0.19941	0.0245536	0.0029599	0.000360172
250	0.19737	0.363048	23.3826	39.5628	50.3122	56.9917	62.0867	60.6085	49.8691	37.5245	19.2649	9.47049	2.22905	0.522112	0.122445	0.0292138
251	0.672585	0.270101	6.94408	11.8986	15.3335	17.6125	19.7649	19.923	17.5906	14.3038	8.6986	5.11744	1.74184	0.591341	0.200778	0.0681035
252	0.375862	0.440952	12.1565	20.3551	25.6038	28.6737	30.4887	28.9976	22.5385	15.9291	7.1256	3.02204	0.523248	0.0898005	0.0154056	0.00258415
253	0.65779	0.295303	7.07727	12.0856	15.518	17.7566	19.7645	19.7481	17.1018	13.613	7.90296	4.42728	1.36319	0.418412	0.128377	0.0393614
254	0.385297	0.695115	11.4814	18.5917	22.5896	24.4097	24.083	21.1598	13.8627	8.13298	2.41275	0.653374	0.0433115	0.00272753	0.000151992	1.73276e-06
255	0.665706	0.505739	6.80708	11.2999	14.0866	15.629	16.2942	15.1748	11.2662	7.57231	3.03174	1.14023	0.153364	0.0204009	0.00269496	0.000350723
256	0.64218	0.675475	6.9058	11.2108	13.6573	14.7974	14.6805	12.9743	8.6056	5.11629	1.56282	0.436875	0.031061	0.00212572	0.000137119	2.92554e-06
257	0.0586435	0.804652	74.3982	118.783	142.263	151.484	145	123.475	75.7261	41.4083	10.5452	2.41491	0.110972	0.00470223	0.000326759	-5.07642e-05
258	0.108844	0.448057	41.9409	70.1599	88.1637	98.6332	104.648	99.2984	76.7903	53.97	23.8476	9.97984	1.68071	0.280395	0.0465442	0.00784802
259	0.131904	0.562428	34.1074	56.1962	69.5103	76.5025	78.4236	71.7389	51.2331	33.0034	12.0292	4.08455	0.441212	0.0468618	0.00480723	0.00056148
260	0.200911	0.643628	22.1626	36.128	44.1997	48.0987	48.1544	42.9657	29.084	17.6753	5.66636	1.67079	0.132896	0.0103322	0.000762188	1.62704e-05
261	0.604921	0.455111	7.53968	12.6007	15.8186	17.6789	18.7162	17.7187	13.6329	9.5286	4.15909	1.71776	0.281431	0.0455888	0.00734148	0.00120316
262	0.664084	0.600273	6.74206	11.0531	13.6023	14.8915	15.0961	13.6483	9.50357	5.9557	2.04275	0.648733	0.0607846	0.00551642	0.000512172	4.83363e-05
263	0.676898	0.745742	6.49362	10.4464	12.6082	13.5309	13.1626	11.3965	7.23794	4.10727	1.1331	0.283149	0.0156549	0.000781347	1.08559e-05	-1.01921e-05
264	0.810499	0.279697	5.75536	9.84887	12.6745	14.5372	16.2633	16.3383	14.3193	11.5495	6.9006	3.98465	1.30551	0.426522	0.139313	0.045485
265	0.523123	0.272804	8.92497	15.2872	19.6927	22.6103	25.351	25.5297	22.4942	18.2494	11.0429	6.46257	2.17621	0.730894	0.24546	0.0824338
266	0.208416	0.0974783	22.9151	40.2089	53.1388	62.6841	74.4947	79.9231	80.9834	76.5826	64.4806	53.256	36.0856	24.4348	16.5451	11.2026
267	0.0638787	0.14693	74.2871	129.462	169.851	198.815	232.354	244.788	238.247	215.59	165.178	123.728	68.8161	38.2344	21.242	11.8023
268	0.786154	0.437814	5.81439	9.73982	12.2567	13.7323	14.6156	13.9155	10.8404	7.68066	3.45449	1.47363	0.258408	0.0448405	0.0077463	0.00134248
269	0.300813	0.588506	14.9062	24.4758	30.1683	33.0821	33.6534	30.536	21.4293	13.5436	4.73332	1.53445	0.150424	0.0142295	0.00138309	0.000122654
270	0.199076	0.840252	21.8181	34.6763	41.3398	43.8134	41.541	35.0285	21.0484	11.2657	2.73977	0.597267	0.0246274	0.0010078	5.91358e-05	-2.33883e-06
271	0.719965	0.510814	6.29	10.4345	12.9987	14.4116	15.0017	13.9487	10.3199	6.90963	2.74267	1.022	0.134721	0.0175442	0.002268	0.000302986
272	0.642325	0.299354	7.24389	12.363	15.865	18.1426	20.1682	20.1228	17.3726	13.7818	7.94187	4.41404	1.33758	0.404012	0.122015	0.0368484
273	0.496678	0.298895	9.36864	15.9903	20.5211	23.4688	26.0929	26.0383	22.4877	17.8466	10.2932	5.72618	1.73817	0.525906	0.159116	0.0480566
274	0.682401	0.623089	6.5421	10.6931	13.1185	14.3165	14.4183	12.9448	8.87963	5.47501	1.81166	0.553065	0.0475811	0.00395661	0.00031108	2.75952e-05
275	0.679311	0.530058	6.65009	11.0038	13.6715	15.1159	15.6449	14.4579	10.5555	6.96533	2.6775	0.963625	0.117884	0.0141895	0.00169991	0.000196346
276	0.843748	0.397262	5.44571	9.17173	11.6073	13.0822	14.0993	13.6056	10.9158	7.98843	3.85818	1.77685	0.365326	0.0746668	0.0152406	0.00309315
277	0.625649	0.424555	7.31843	12.2811	15.4832	17.3811	18.5747	17.7624	13.9699	10.0025	4.60418	2.01368	0.371909	0.0680858	0.0124459	0.00224546
278	0.37819	0.144297	12.5518	21.8824	28.7203	33.6318	39.341	41.4854	40.4624	36.699	28.259	21.2777	11.9591	6.71498	3.77026	2.11706
279	0.258388	0.384545	17.8116	30.0495	38.0971	43.0188	46.5494	45.1115	36.5326	27.0113	13.3447	6.29593	1.36109	0.292296	0.0626589	0.0135451
280	0.642662	0.31995	7.22093	12.2895	15.7245	17.9267	19.7976	19.613	16.6687	12.9971	7.21299	3.85244	1.07579	0.299214	0.0832379	0.0232622
281	0.447251	0.396913	10.2739	17.3042	21.9005	24.6845	26.6073	25.6792	20.6074	15.0855	7.29057	3.35989	0.691754	0.141537	0.0288682	0.00587705
282	0.416603	0.164739	11.3644	19.7562	25.8519	30.177	35.059	36.6947	35.2061	31.3622	23.2305	16.8008	8.70332	4.50317	2.32996	1.20546
283	0.0891962	0.669788	49.7551	80.8318	98.5461	106.855	106.184	94.0021	62.5748	37.3464	11.5036	3.24633	0.235267	0.015985	0.00149829	0.000120774
284	0.116597	0.663473	38.093	61.9364	75.5736	82.0169	81.6473	72.4165	48.3984	29.0114	9.02222	2.57276	0.190937	0.0136115	0.00105458	0.000175413
285	0.865776	0.449556	5.27174	8.81694	11.0772	12.39	13.1394	12.4618	9.62637	6.75764	2.97821	1.24297	0.207979	0.0344475	0.00569573	0.000933704
286	0.169187	0.200371	27.8548	48.1869	62.7276	72.8206	83.606	86.3881	80.5588	69.5575	48.1721	32.4809	14.597	6.54903	2.93826	1.31816
287	0.101936	0.577787	44.0482	72.4276	89.4012	98.1833	100.191	91.2146	64.4748	41.0681	14.603	4.82495	0.492072	0.048898	0.00483049	0.000456975
288	0.133663	0.180264	35.3498	61.3221	80.0609	93.2311	107.756	112.151	106.269	93.3821	67.1721	47.1183	22.9417	11.1559	5.42437	2.6373
289	0.0606403	0.249901	77.2203	132.682	171.483	197.574	223.178	226.57	203.212	168.116	106.139	64.9505	23.9613	8.82286	3.2464	1.19492
290	0.789909	0.612516	5.65929	9.263	11.3801	12.4374	12.5643	11.3168	7.81651	4.85562	1.63377	0.507909	0.0454765	0.00398387	0.000329683	2.74913e-05
291	0.273153	0.217007	17.2159	29.7144	38.5874	44.682	51.0193	52.4035	48.2277	41.0441	27.552	17.9811	7.56194	3.17449	1.33247	0.559302
292	0.513499	0.28522	9.07772	15.5226	19.9602	22.8745	25.5449	25.6133	22.3533	17.9454	10.6136	6.06284	1.94328	0.620953	0.198388	0.0633719
293	0.766195	0.817067	5.68543	9.06286	10.8369	11.5203	10.9909	9.32704	5.6789	3.0821	0.772273	0.173798	0.00760797	0.000296164	1.26605e-05	-5.17121e-07
294	0.0679395	0.805332	64.213	102.512	122.766	130.711	125.096	106.506	65.2932	35.6905	9.0823	2.0772	0.0942463	0.00382813	0.000161075	1.66039e-05
295	0.602407	0.137771	7.88669	13.7618	18.0792	21.1922	24.8436	26.2609	25.7494	23.4904	18.3134	13.9679	8.05805	4.64423	2.67654	1.54253
296	0.783951	0.404651	5.85554	9.85222	12.4556	14.0231	15.0791	14.5158	11.5832	8.42667	4.01706	1.8243	0.364384	0.072212	0.0142892	0.00285373
297	0.446718	0.458841	10.205	17.0465	21.3889	23.8914	25.2648	23.8891	18.3317	12.7755	5.54083	2.2725	0.366956	0.0586365	0.00934728	0.00147265
298	0.482638	0.108433	9.88129	17.3125	22.8428	26.8995	31.849	34.0311	34.1754	32.0029	26.3874	21.3274	13.8326	8.96503	5.8101	3.7654
299	0.734607	0.729469	5.99582	9.66585	11.6912	12.5745	12.2874	10.6889	6.85548	3.93158	1.1097	0.284435	0.0166661	0.000937057	3.33061e-05	-4.88921e-08
300	0.55426	0.0758654	8.64085	15.2077	20.1626	23.8656	28.5714	30.901	31.8724	30.7326	26.9718	23.2516	17.1764	12.6811	9.36178	6.91145
301	0.446492	0.365694	10.3326	17.4763	22.2165	25.1563	27.3821	26.7059	21.9308	16.4662	8.41311	4.11495	0.958314	0.221976	0.0513656	0.0118492
302	0.631579	0.664666	7.03134	11.4307	13.9453	15.1317	15.0585	13.3509	8.91635	5.34031	1.65797	0.471849	0.0347522	0.00245237	2.7217e-05	7.11421e-07
303	0.714649	0.292855	6.51624	11.1312	14.2975	16.3664	18.2319	18.2323	15.8192	12.6182	7.3582	4.14162	1.28775	0.399194	0.123691	0.0383095
304	0.0626149	0.568095	71.7983	118.208	146.104	160.675	164.429	150.149	106.821	68.5268	24.751	8.31928	0.879075	0.090657	0.00953868	0.00100179
305	0.782865	0.887113	5.51556	8.71404	10.3262	10.8777	10.1865	8.48154	4.96503	2.58625	0.593967	0.12182	0.0043989	0.000143056	2.88795e-06	-1.43667e-06
306	0.21983	0.507101	20.6101	34.2072	42.6349	47.2941	49.2866	45.8814	34.0327	22.8509	9.1274	3.42421	0.457858	0.0605706	0.00765712	0.00102488
307	0.705082	0.386894	6.52536	11.0053	13.9487	15.7448	17.0247	16.4857	13.3275	9.83507	4.83875	2.27285	0.486819	0.103571	0.0220317	0.0046651
308	0.277867	0.28498	16.7762	28.6876	36.8902	42.2779	47.2171	47.3476	41.3284	33.1851	19.6348	11.2219	3.6008	1.15183	0.368512	0.117761
309	0.815157	0.664068	5.44825	8.85778	10.8072	11.7277	11.6729	10.3515	6.91571	4.1439	1.28775	0.366847	0.0271669	0.0019392	0.000136365	1.07983e-05
310	0.0763935	0.675209	58.0536	94.247	114.818	124.407	123.434	109.097	72.3714	43.0344	13.1511	3.67794	0.260616	0.0176131	0.00109132	5.18455e-05
311	0.431737	0.841129	10.0593	15.9859	19.0556	20.1934	19.1416	16.1368	9.69163	5.18448	1.25995	0.274255	0.011162	0.000381237	5.89587e-06	2.45565e-08
312	0.815031	0.670548	5.44463	8.84443	10.7816	11.6895	11.6135	10.2788	6.83883	4.0796	1.2554	0.353786	0.0255692	0.00171729	0.000128646	1.49147e-05
313	0.864116	0.348694	5.35057	9.07078	11.5586	13.121	14.3588	14.0854	11.7145	8.91937	4.69892	2.37449	0.591606	0.146657	0.0363441	0.00899131
314	0.450803	0.0931154	10.6001	18.6112	24.6119	29.0529	34.5782	37.1576	37.7862	35.8733	30.4588	25.3756	17.4968	12.0561	8.30707	5.72377
315	0.0636232	0.304755	73.0818	124.635	159.818	182.613	202.647	201.816	173.516	137.024	78.1859	43.0033	12.7529	3.77108	1.11409	0.329205
316	0.364859	0.732727	12.067	19.445	23.5093	25.2743	24.6748	21.4445	13.7272	7.85554	2.20735	0.562943	0.0327327	0.00174386	7.9723e-05	1.88898e-06
317	0.319679	0.168403	14.803	25.721	33.6391	39.2447	45.5382	47.5993	45.5336	40.4305	29.7415	21.3544	10.9014	5.55831	2.83389	1.44498
318	0.234442	0.286842	19.8788	33.9845	43.69	50.0568	55.8711	55.989	48.8014	39.1238	23.0694	13.1372	4.18366	1.32847	0.422272	0.134051
319	0.390531	0.864437	11.0881	17.5686	20.8795	22.0592	20.781	17.4084	10.3192	5.44558	1.28538	0.271295	0.0104155	0.000374987	8.65067e-06	-2.87622e-06
320	0.613753	0.321903	7.55916	12.8617	16.4521	18.7507	20.6948	20.4879	17.3868	13.5348	7.48503	3.98269	1.10342	0.304477	0.0839926	0.0231431
321	0.254297	0.296658	18.3036	31.2498	40.1175	45.8959	51.0656	50.9991	44.1193	35.0788	20.3144	11.35	3.47624	1.06149	0.324228	0.09892
